AlleleID,GeneSymbol,model,prompt_class,llm_class,confidence,acmg_rules,references,parse_error,time_s,notes
1984392,SKIC2,kimi-k2.6,Pathogenic,Pathogenic,0.95,PVS1;PM2,"Richards S, et al., Genet Med, 2015;ExAC Consortium, Nature, 2016",,3.65,
141675,KANSL1,deepseek-chat,Benign,Uncertain significance,0.6,PM2;BS1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.4,
141675,KANSL1,deepseek-coder,Benign,Uncertain significance,0.6,PM2;BS1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.45,
288245,HGD,kimi-k2.6,Benign,Benign,0.95,BA1;BS1,"ACMG Standards and Guidelines for the interpretation of sequence variants, Richards et al., Genet Med, 2015;Sherry ST et al., dbSNP: the NCBI database of genetic variation, Nucleic Acids Res, 2001;1000 Genomes Project Consortium, Nature, 2010",,6.09,
98797,GALE,deepseek-chat,Benign,Likely benign,0.85,BS1;BP4;BP7,"Richards et al., Genet Med, 2015",,2.27,
98797,GALE,deepseek-coder,Benign,Benign,0.95,BA1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.17,
502395,ACTB,deepseek-chat,Benign,Benign,0.95,BA1;BP7,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,1.97,
141675,KANSL1,kimi-k2.6,Benign,Benign,0.95,BA1,"Richards S, et al., Genet Med, 2015; Oza AM, et al., Genet Med, 2018",,5.8,
502395,ACTB,deepseek-coder,Benign,Benign,0.95,BA1;BP7,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.34,
229038,CCDC39,deepseek-coder,Benign,Uncertain significance,0.6,PM2;BS1,"Richards et al., Genet Med, 2015",,2.35,
98797,GALE,kimi-k2.6,Benign,Benign,0.95,BA1,"Richards S, Genet Med, 2015;Boomsma CM, Genet Med, 2020",,6.45,
502395,ACTB,kimi-k2.6,Benign,Benign,0.95,BA1;BS1,"Richards S, et al., Genet Med, 2015;Oza V, et al., Genet Med, 2018",,5.25,
229038,CCDC39,deepseek-chat,Benign,Uncertain significance,0.6,PM2;BS1,"Richards et al., Nature Protocols, 2015; ACMG/AMP standards and guidelines for the interpretation of sequence variants",,2.88,
1157239,NFKBIA,deepseek-chat,Benign,Benign,0.99,BA1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.41,
1157239,NFKBIA,deepseek-coder,Benign,Benign,0.99,BA1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.38,
1157239,NFKBIA,kimi-k2.6,Benign,Benign,0.95,BA1,"ACMG Standards and Guidelines for the interpretation of sequence variants, Richards et al., Genet Med, 2015",,4.18,
229038,CCDC39,kimi-k2.6,Benign,Benign,0.95,BA1,"Richards S, et al., Standards and guidelines for the interpretation of sequence variants: a joint consensus recommendation of the American College of Medical Genetics and Genomics and the Association for Molecular Pathology. Genet Med. 2015;17(5):405-24.",,6.06,
1686994,RET,deepseek-chat,Benign,Uncertain significance,0.6,PM2;BS1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,3.06,
1686994,RET,deepseek-coder,Benign,Uncertain significance,0.6,PM2;BS1,"Richards et al., Standards and guidelines for the interpretation of sequence variants, Genet Med, 2015",,2.93,
3227860,HNF4A,deepseek-chat,Pathogenic,Pathogenic,0.85,PM2;PS4;PM1;PP3,"Colclough K, et al. Diabet Med. 2013;30(4):407-415;Ellard S, et al. Diabetologia. 2008;51(8):1446-1452",,3.16,
3227860,HNF4A,deepseek-coder,Pathogenic,Pathogenic,0.85,PM2;PS4;PM1;PP3;PP2,"Ellard S, et al. Diabetologia, 2008;Colclough K, et al. Diabet Med, 2013;Fajans SS, et al. N Engl J Med, 2001",,3.1,
526210,EXT2,deepseek-chat,Pathogenic,Pathogenic,0.95,PVS1;PM2;PVS1_Strong,"Wuyts W, et al. Am J Hum Genet, 1998;Jennes I, et al. Hum Mutat, 2009",,2.18,
526210,EXT2,deepseek-coder,Pathogenic,Pathogenic,0.95,PVS1;PM2;PVS1_Strong,"Stickens et al., Dev Dyn, 2000;Wuyts et al., Am J Hum Genet, 1998",,2.31,
1686994,RET,kimi-k2.6,Benign,Uncertain significance,0.3,BS1,"Richards S, Genet Med, 2015; ACMG/AMP Sequence Variant Interpretation Guidelines;Wells SA Jr, Thyroid, 2015; Revised ATA Guidelines for MEN2 and Medullary Thyroid Carcinoma;Klein RD, J Clin Endocrinol Metab, 2013; RET intronic variants and Hirschsprung disease",,8.22,
1610930,LRP2,deepseek-chat,Benign,Benign,0.95,BA1;BP4;BP7,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.16,
3227860,HNF4A,kimi-k2.6,Pathogenic,Pathogenic,0.75,PM2;PP2;PP3;PP4,"Pearson ER et al., Diabetes, 2007; Ryffel GU, Mutat Res, 2001; Richards S et al., Genet Med, 2015 (ACMG guidelines)",,7.59,
1610930,LRP2,deepseek-coder,Benign,Benign,0.95,BA1;BP4;BP7,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.13,
508799,SLC6A3,deepseek-chat,Benign,Benign,1.0,BA1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.59,
508799,SLC6A3,deepseek-coder,Benign,Benign,1.0,BA1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.41,
526210,EXT2,kimi-k2.6,Pathogenic,Pathogenic,0.99,PVS1;PM2,"Wuyts W, Van Hul W, Wauters J, et al. Positional cloning of a gene involved in hereditary multiple exostoses. Hum Mol Genet. 1998;7(3):507-514.;Stickens D, Clines G, Burbee D, et al. The EXT2 multiple exostoses gene defines a family of putative tumour suppressor genes. Nat Genet. 1996;14(1):25-32.;Richards S, Aziz N, Bale S, et al. Standards and guidelines for the interpretation of sequence variants: a joint consensus recommendation of the American College of Medical Genetics and Genomics and the Association for Molecular Pathology. Genet Med. 2015;17(5):405-424.",,10.5,
508799,SLC6A3,kimi-k2.6,Benign,Benign,0.95,BA1,"ACMG Standards and Guidelines for the interpretation of sequence variants, Richards et al., Genet Med, 2015",,5.87,
142322,PCNT,deepseek-chat,Benign,Benign,0.99,BA1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.16,
142322,PCNT,deepseek-coder,Benign,Benign,0.99,BA1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015.",,2.25,
142322,PCNT,kimi-k2.6,Benign,Benign,0.95,BA1;BS1,"ACMG Standards and Guidelines for the interpretation of sequence variants, Rich et al., Genet Med, 2015",,4.73,
1153710,SAMD11,deepseek-chat,Benign,Benign,0.95,BA1;BP4;BP7,"Richards S, et al. Genet Med. 2015;17(5):405-424",,1.92,
1153710,SAMD11,deepseek-coder,Benign,Benign,0.95,BA1;BP4;BP7,"Richards S, et al. Genet Med. 2015;17(5):405-424",,2.02,
1610930,LRP2,kimi-k2.6,Benign,Benign,0.95,BA1;BS1,"Richards S, et al., Genet Med, 2015; ACMG Sequence Variant Interpretation Guidelines",,11.89,
32699,BRCA1,deepseek-chat,Pathogenic,Uncertain significance,0.6,PM2;PVS1_Strength_Moderate,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,3.02,
32699,BRCA1,deepseek-coder,Pathogenic,Uncertain significance,0.6,PM2;PP3,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.29,
1153710,SAMD11,kimi-k2.6,Benign,Benign,0.95,BA1,"Richards S, et al., Genet Med, 2015, PMID:25741868",,5.25,
54972,MYO3A,deepseek-chat,Benign,Benign,1.0,BA1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,1.99,
54972,MYO3A,deepseek-coder,Benign,Benign,0.99,BA1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,1.95,
32699,BRCA1,kimi-k2.6,Pathogenic,Pathogenic,0.85,PVS1;PM2;PP3,"Richards S, Genet Med, 2015; Miki Y, Science, 1994; Mucaki PJ, Hum Mutat, 2011",,5.22,
1156643,PUS3,deepseek-chat,Benign,Benign,1.0,BA1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.07,
54972,MYO3A,kimi-k2.6,Benign,Benign,0.95,BA1;BS1,"Richards S, et al., Genet Med, 2015; ACMG/AMP Sequence Variant Interpretation Guidelines",,4.9,
1156643,PUS3,deepseek-coder,Benign,Benign,1.0,BA1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.18,
252149,PEX3,deepseek-chat,Benign,Benign,0.95,BA1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.15,
252149,PEX3,deepseek-coder,Benign,Benign,0.95,BA1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.23,
249854,SDCCAG8,deepseek-coder,Benign,Benign,1.0,BA1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015.",,1.93,
249854,SDCCAG8,deepseek-chat,Benign,Benign,1.0,BA1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.16,
252149,PEX3,kimi-k2.6,Benign,Benign,0.95,BA1;BS1,"Richards S, et al., Standards and guidelines for the interpretation of sequence variants: a joint consensus recommendation of the American College of Medical Genetics and Genomics and the Association for Molecular Pathology. Genet Med. 2015;17(5):405-24.",,5.76,
1156643,PUS3,kimi-k2.6,Benign,Benign,0.95,BA1;BS1,"Richards S, et al., Genet Med, 2015",,7.94,
256618,SMCHD1,deepseek-chat,Benign,Benign,1.0,BA1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.46,
256618,SMCHD1,deepseek-coder,Benign,Benign,0.99,BA1;BP7,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.54,
2098218,WDR83OS,deepseek-chat,Benign,Benign,0.95,BA1;BP4;BP7,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.24,
2098218,WDR83OS,deepseek-coder,Benign,Benign,0.95,BA1;BP4;BP7,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.36,
256618,SMCHD1,kimi-k2.6,Benign,Benign,0.95,BA1;BS1,"Richards S, et al., Genet Med, 2015;Sherry ST, et al., Nucleic Acids Res, 2001;Genomes Project Consortium, Nature, 2012",,5.8,
53722,MYH9,deepseek-chat,Benign,Benign,0.99,BA1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,1.93,
249854,SDCCAG8,kimi-k2.6,Benign,Benign,0.99,BA1;BS1,"ACMG Standards and Guidelines for the interpretation of sequence variants, Richards et al., Genet Med, 2015;Karczewski KJ et al., The mutational constraint spectrum quantified from variation in 141,456 humans, Nature, 2020",,9.25,
53722,MYH9,kimi-k2.6,Benign,Benign,0.95,BA1;BS1,"Richards S, et al., Genet Med, 2015; ACMG/AMP Sequence Variant Interpretation Guidelines",,4.02,
53722,MYH9,deepseek-coder,Benign,Benign,0.99,BA1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,1.9,
2098218,WDR83OS,kimi-k2.6,Benign,Benign,0.95,BA1;BS1,"Richards S, et al., Genet Med, 2015;Oza V, et al., Genet Med, 2018",,5.83,
2880021,HCFC1,deepseek-chat,Benign,Uncertain significance,0.6,PM2,"Richards S, et al. Genet Med, 2015",,2.22,
134014,CAMTA1,deepseek-chat,Benign,Benign,0.95,BA1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015.",,2.32,
2880021,HCFC1,deepseek-coder,Benign,Uncertain significance,0.6,PM2,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.6,
134014,CAMTA1,deepseek-coder,Benign,Benign,0.99,BA1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,1.94,
2880021,HCFC1,kimi-k2.6,Benign,Uncertain significance,0.3,PM2,"Richards S, et al., Genet Med, 2015; ACMG/AMP Sequence Variant Interpretation Guidelines",,5.17,
22938,ABCA4,deepseek-chat,Pathogenic,Uncertain significance,0.6,PM2;PP3;PP4,"Richards et al., Genet Med, 2015;Allikmets et al., Nat Genet, 1997",,2.81,
22938,ABCA4,deepseek-coder,Pathogenic,Uncertain significance,0.6,PM2;PP3;PP4,"Richards S, et al. Genet Med. 2015;17(5):405-424;Zernant J, et al. Hum Mutat. 2014;35(11):1317-1324",,2.93,
714746,TELO2,deepseek-chat,Benign,Uncertain significance,0.6,PM2;BS1,"Richards et al., Genet Med, 2015",,2.02,
714746,TELO2,deepseek-coder,Benign,Uncertain significance,0.6,PM2;BS1,"Richards et al., Genet Med, 2015",,2.08,
286984,PIKFYVE,deepseek-chat,Benign,Benign,0.95,BA1;BP4;BP7,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.45,
22938,ABCA4,kimi-k2.6,Pathogenic,Uncertain significance,0.3,PM2,"Richards S, Gen Med, 2015; Olszewska A, Ophthalmology, 2015",,6.38,
714746,TELO2,kimi-k2.6,Benign,Uncertain significance,0.3,BS1,"Richards S, et al., Genet Med, 2015;Ognibene A, et al., Eur J Hum Genet, 2020 (TELO2-related syndrome)",,6.63,
286984,PIKFYVE,deepseek-coder,Benign,Benign,0.95,BA1;BP4;BP7,"Richards S, et al. Genet Med. 2015;17(5):405-424",,2.25,
134014,CAMTA1,kimi-k2.6,Benign,Benign,0.95,BA1;BS1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants: a joint consensus recommendation of the American College of Medical Genetics and Genomics and the Association for Molecular Pathology. Genet Med. 2015;17(5):405-24.;The 1000 Genomes Project Consortium. A global reference for human genetic variation. Nature. 2015;526(7571):68-74.;Lek M, et al. Analysis of protein-coding genetic variation in 60,706 humans. Nature. 2016;536(7616):285-91.",,9.74,
286984,PIKFYVE,kimi-k2.6,Benign,Benign,0.95,BA1;BS1,"Richards S, et al., Genet Med, 2015, PMID: 25741868",,4.42,
741921,CREB3L3,deepseek-chat,Benign,Benign,0.95,BA1;BP4;BP7,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.13,
741921,CREB3L3,deepseek-coder,Benign,Benign,0.95,BA1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.63,
741921,CREB3L3,kimi-k2.6,Benign,Benign,0.95,BA1,"ACMG, Genet Med, 2015, PMID: 25741868",,3.86,
1546977,SIPA1L3,deepseek-chat,Benign,Benign,0.95,BA1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.49,
1546977,SIPA1L3,deepseek-coder,Benign,Benign,0.95,BA1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.37,
1546977,SIPA1L3,kimi-k2.6,Benign,Benign,0.95,BA1,"Richards S, Genet Med, 2015; ACMG/AMP sequence variant interpretation guidelines",,5.1,
134977,LRP2,deepseek-chat,Benign,Benign,0.95,BA1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015.",,2.65,
2806582,MUC5B,deepseek-coder,Benign,Uncertain significance,0.6,PM2;BS1;BP4,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,3.18,
2806582,MUC5B,deepseek-chat,Benign,Uncertain significance,0.6,PM2;BS1;BP4,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,3.64,
2806582,MUC5B,kimi-k2.6,Benign,Benign,0.95,BA1;BS1,"Richards S, et al., Genet Med, 2015;1000 Genomes Project Consortium, Nature, 2015;Exome Sequencing Project, NHLBI",,5.37,
134977,LRP2,deepseek-coder,Benign,Benign,0.95,BA1;BP4;BP7,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.2,
133798,ALDH7A1,deepseek-chat,Benign,Benign,0.95,BA1;BP7,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.23,
133798,ALDH7A1,deepseek-coder,Benign,Benign,0.95,BA1;BP7,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.26,
134977,LRP2,kimi-k2.6,Benign,Benign,0.95,BA1;BS1,"Richards S, Richards S, et al. Standards and guidelines for the interpretation of sequence variants: a joint consensus recommendation of the American College of Medical Genetics and Genomics and the Association for Molecular Pathology. Genet Med. 2015;17(5):405-24.",,6.66,
257605,DEPDC5,deepseek-chat,Benign,Uncertain significance,0.6,PM2;BS1,"Richards et al., Genet Med, 2015",,2.63,
257605,DEPDC5,deepseek-coder,Benign,Uncertain significance,0.7,PM2;BS1;BA1,"Richards et al., Genet Med, 2015",,2.37,
257605,DEPDC5,kimi-k2.6,Benign,Benign,0.95,BA1,"ACMG Standards and Guidelines for the interpretation of sequence variants, Richards et al., Genet Med, 2015;Exome Aggregation Consortium (ExAC), Lek et al., Nature, 2016",,5.02,
231194,TRIOBP,deepseek-chat,Benign,Uncertain significance,0.6,PM2;BS1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.37,
231194,TRIOBP,deepseek-coder,Benign,Uncertain significance,0.6,PM2;BP4,"Richards S, et al. Genet Med. 2015;17(5):405-424",,2.3,
133798,ALDH7A1,kimi-k2.6,Benign,Benign,0.95,BA1;BS1,"Richards S, et al., Standards and guidelines for the interpretation of sequence variants: a joint consensus recommendation of the American College of Medical Genetics and Genomics and the Association for Molecular Pathology. Genet Med. 2015;17(5):405-24.",,7.18,
231194,TRIOBP,kimi-k2.6,Benign,Likely benign,0.75,BS1;BP4,"Ouyang et al., J Med Genet, 2011; Richards et al., Genet Med, 2015",,4.48,
665994,IFITM5,deepseek-chat,Benign,Benign,0.95,BA1,"Richards et al., Genet Med, 2015",,2.19,
665994,IFITM5,deepseek-coder,Benign,Benign,0.95,BA1,"Richards et al., Genet Med, 2015",,2.0,
665994,IFITM5,kimi-k2.6,Benign,Benign,0.95,BA1,"Richards S, et al., Genet Med, 2015; ACMG/AMP Sequence Variant Interpretation Guidelines",,4.61,
266615,TBX3,deepseek-coder,Benign,Uncertain significance,0.7,PM2;BS1;BP4,"Richards et al., Genet Med, 2015",,2.29,
266615,TBX3,deepseek-chat,Benign,Benign,0.95,BA1;BS1;PM2,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.75,
247170,KCNN4,deepseek-chat,Pathogenic,Uncertain significance,0.6,PM2,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015.",,2.13,
247170,KCNN4,deepseek-coder,Pathogenic,Uncertain significance,0.6,PM2,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015.",,2.01,
247170,KCNN4,kimi-k2.6,Pathogenic,Uncertain significance,0.3,PM2,"ACMG, Genet Med, 2015, Richards S et al.",,3.68,
730145,FBXO11,deepseek-chat,Benign,Uncertain significance,0.6,PM2,"Richards S, et al. Genet Med. 2015;17(5):405-424.",,2.3,
730145,FBXO11,deepseek-coder,Benign,Uncertain significance,0.6,PM2,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.35,
266615,TBX3,kimi-k2.6,Benign,Benign,0.95,BA1;BS1,"ACMG Standards and Guidelines for the interpretation of sequence variants, Richards et al., Genet Med, 2015;Exome Sequencing Project (ESP), NHLBI, 2012;Exome Aggregation Consortium (ExAC), Lek et al., Nature, 2016;1000 Genomes Project Consortium, Nature, 2015",,6.09,
1634125,ABCA1,deepseek-chat,Benign,Uncertain significance,0.6,PM2;BS1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.43,
730145,FBXO11,kimi-k2.6,Benign,Uncertain significance,0.3,,"Richards S, et al., Genet Med, 2015, PMID: 25741868",,4.79,
1634125,ABCA1,deepseek-coder,Benign,Uncertain significance,0.6,PM2;BS1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.84,
1273272,DLC1,deepseek-chat,Benign,Benign,0.99,BA1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.35,
1273272,DLC1,deepseek-coder,Benign,Benign,0.99,BA1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.04,
1157046,C1S,deepseek-coder,Benign,Uncertain significance,0.6,PM2;BP4,"Richards et al., Genet Med, 2015",,2.33,
1157046,C1S,deepseek-chat,Benign,Uncertain significance,0.6,PM2;BP4,"Richards S, et al. Genet Med. 2015;17(5):405-424",,2.78,
1273272,DLC1,kimi-k2.6,Benign,Benign,0.95,BA1;BS1,"Richards S, Aziz N, Bale S, et al. Standards and guidelines for the interpretation of sequence variants: a joint consensus recommendation of the American College of Medical Genetics and Genomics and the Association for Molecular Pathology. Genet Med. 2015;17(5):405-424.",,5.2,
1634125,ABCA1,kimi-k2.6,Benign,Benign,0.85,BS1;BP4,"Richards S, et al., Genet Med, 2015 (ACMG guidelines);Tang S, et al., Hum Mutat, 2016 (variant interpretation guidelines)",,6.69,
1157046,C1S,kimi-k2.6,Benign,Likely benign,0.75,BS1,"Richards S, et al., Genet Med, 2015, PMID:25741868",,5.05,
1601346,CASQ1,deepseek-chat,Benign,Benign,0.95,BA1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015.",,2.27,
1601346,CASQ1,deepseek-coder,Benign,Benign,0.95,BA1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015.",,2.52,
1544399,GRIP1,deepseek-chat,Benign,Benign,1.0,BA1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.6,
1544399,GRIP1,deepseek-coder,Benign,Benign,1.0,BA1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.07,
1601346,CASQ1,kimi-k2.6,Benign,Benign,0.95,BA1;BS1,"Richards S, Genet Med, 2015;Oza A, Hum Mutat, 2018",,5.75,
1156964,CACNA2D4,deepseek-chat,Benign,Uncertain significance,0.6,PM2;BP4;BP7,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.62,
1156964,CACNA2D4,deepseek-coder,Benign,Uncertain significance,0.7,PM2;BP4;BP7,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.59,
1544399,GRIP1,kimi-k2.6,Benign,Benign,0.95,BA1;BS1,"Richards S, et al., Standards and guidelines for the interpretation of sequence variants: a joint consensus recommendation of the American College of Medical Genetics and Genomics and the Association for Molecular Pathology. Genet Med. 2015;17(5):405-24",,6.21,
1156327,PAX2,deepseek-chat,Benign,Uncertain significance,0.6,PM2;BS1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.34,
1156964,CACNA2D4,kimi-k2.6,Benign,Uncertain significance,0.3,BS1,"Richards S, et al., Genet Med, 2015;Oates B, et al., Hum Mutat, 2023",,5.1,
1156327,PAX2,deepseek-coder,Benign,Uncertain significance,0.6,PM2;BS1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.64,
100914,COL6A3,deepseek-chat,Benign,Benign,1.0,BA1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.29,
100914,COL6A3,deepseek-coder,Benign,Benign,1.0,BA1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.1,
1156327,PAX2,kimi-k2.6,Benign,Uncertain significance,0.3,BP4;PP3,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-24;Oza V, et al. PAX2-related disorders. GeneReviews. 2018",,5.9,
1235658,ROR1,deepseek-chat,Benign,Benign,1.0,BA1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015.",,2.16,
100914,COL6A3,kimi-k2.6,Benign,Benign,0.95,BA1;BS1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants: a joint consensus recommendation of the American College of Medical Genetics and Genomics and the Association for Molecular Pathology. Genet Med. 2015;17(5):405-24.",,4.91,
1235658,ROR1,deepseek-coder,Benign,Benign,1.0,BA1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.15,
1235658,ROR1,kimi-k2.6,Benign,Benign,0.95,BA1;BS1,"Richards S, et al., Genet Med, 2015",,3.88,
306908,PSMB8,deepseek-chat,Benign,Benign,0.95,BA1;BP4;BP7,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.42,
306908,PSMB8,deepseek-coder,Benign,Benign,0.95,BA1;BP7,"Richards S, et al. Genet Med, 2015",,2.47,
2938759,OBSCN,deepseek-chat,Benign,Benign,0.95,BA1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015.",,2.12,
2938759,OBSCN,deepseek-coder,Benign,Benign,0.99,BA1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,2.24,
1164419,WNT10B,deepseek-chat,Benign,Benign,1.0,BA1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,1.92,
306908,PSMB8,kimi-k2.6,Benign,Benign,0.95,BA1;BS1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants: a joint consensus recommendation of the American College of Medical Genetics and Genomics and the Association for Molecular Pathology. Genet Med. 2015;17(5):405-24.",,5.78,
1164419,WNT10B,deepseek-coder,Benign,Benign,1.0,BA1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,1.91,
257578,CRYBB3,deepseek-chat,Benign,Benign,1.0,BA1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,1.82,
257578,CRYBB3,deepseek-coder,Benign,Benign,1.0,BA1,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-424.",,1.92,
1164419,WNT10B,kimi-k2.6,Benign,Benign,0.95,BA1;BS1,"Richards S, et al., Genet Med, 2015, PMID: 25741868",,4.47,
